[14626,20489]
[977,2222]
[22720,8313]
[25085,16934]
[15985,8348]
[14554,15196]
[1124,14821]
[12491,15359]
[14108,14857]
[15240,10201]
[21733,26799]
[3838,19615]
[15779,14398]
[9507,23284]
[29510,6595]
[12128,2755]
[12535,1990]
[4695,28982]
[411,9147]
[5911,28767]
[23684,23893]
[10936,22883]
[9462,5862]
[92,4082]
[27513,6880]
[27381,13619]
[9136,6011]
[23678,9787]
[26753,5893]
[564,22449]
[25784,27806]
[11466,29358]
[1154,15640]
[8095,17618]
[8443,22525]
[5793,3870]
[17719,28295]
[13605,24379]
[28473,16324]
[15160,22419]
[26375,11002]
[15862,26685]
[3144,22360]
[23100,29360]
[2921,6105]
[23617,12304]
[23066,25559]
[12681,10654]
[8802,28062]
[4538,890]
[29217,3373]
[23744,25644]
[29002,26120]
[29246,24846]
[6849,2905]
[28866,24152]
[2269,26516]
[26456,23724]
[11118,17733]
[6417,28779]
[7035,25078]
[3449,16792]
[24008,16299]
[17828,7873]
[25990,11470]
[790,19104]
[10467,15759]
[25052,15591]
[2551,23275]
[29773,6186]
[2363,27841]
[334,13239]
[14697,1186]
[21599,9285]
[28418,836]
[5855,23394]
[5874,19839]
[28377,8850]
[6277,17433]
[12446,25025]
[17601,8743]
[5773,15128]
[27108,3906]
[3022,2866]
[7960,17537]
[160,12594]
[13221,12674]
[4785,8223]
[6140,21201]
[20843,14682]
[15459,29891]
[24553,22666]
[5595,20151]
[5093,21647]
[27960,15453]
[28387,12849]
[5257,10889]
[10199,294]
[13089,27600]
[16947,2525]
[26434,2155]
[28076,8776]
[16630,23414]
[18807,10722]
[21234,2832]
[4242,176]
[29387,2854]
[10194,5084]
[28150,10848]
[28066,24925]
[25254,6124]
[5008,5242]
[12556,1732]
[19850,1660]
[28188,5876]
[24341,26988]
[11447,20783]
[1042,19245]
[15088,24132]
[26757,22513]
[15039,2420]
[20645,21331]
[24839,10104]
[6155,3484]
[17368,17847]
[6696,16846]
[23723,2810]
[13780,14981]
[4517,14155]
[11225,2545]
[21745,15615]
[24527,8692]
[8015,26666]
[21005,11523]
[11483,13149]
[16377,23750]
[21668,29275]
[16269,11962]
[11617,5203]
[25146,11141]
[11264,3279]
[26118,3807]
[3267,637]
[13310,24226]
[5591,19209]
[11102,20289]
[15390,16577]
[1352,4586]
[12808,18]
[3475,27754]
[8388,15452]
[6462,22326]
[24383,10526]
[25485,20431]
[8539,8474]
[20836,19334]
[9342,20908]
[11152,21572]
[22938,2958]
[1178,13520]
[13165,12493]
[14373,2077]
[27367,13608]
[10249,14458]
[26218,12890]
[28684,4890]
[2190,26999]
[11871,5311]
[27869,7981]
[23503,18838]
[23828,26387]
[5578,25547]
[27966,21054]
[2336,28600]
[7398,548]
[13945,12170]
[5786,7767]
[23622,26086]
[21808,15090]
[25686,22186]
[21518,8471]
[15420,11001]
[24450,11013]
[10542,28809]
[21334,29195]
[12719,6059]
[12302,9081]
[3078,21900]
[23918,16260]
[23494,7511]
[15274,10407]
[5884,25750]
[21962,13313]
[11557,25012]
[19452,15952]
[12789,21968]
[18832,19097]
[19551,25050]
[8713,28537]
[16456,22129]
[13286,9184]
[14659,18315]
[6177,1313]
[10968,140]
[15292,634]
[3192,29228]
[14492,26626]
[8244,21277]
[14005,8185]
[12149,25951]
[1855,21281]
[7149,17676]
[27426,13983]
[9469,22119]
[15590,20310]
[4279,18245]
[16573,6077]
[20666,1199]
[14957,10680]
[8011,28130]
[27534,24664]
[18772,27160]
[6925,6108]
[10346,21635]
[3313,28333]
[12389,3580]
[4966,14378]
[23409,20674]
[10858,2279]
[2628,29429]
[3774,28812]
[26385,9123]
[24357,2043]
[18652,28940]
[16812,1364]
[12627,5794]
[9335,21564]
[26976,10259]
[9503,8127]
[17802,12658]
[1308,8391]
[4954,17689]
[29738,11198]
[19117,27187]
[20135,23527]
[5202,22918]
[15637,3832]
[22728,26956]
[16871,25550]
[23850,22106]
[15046,1498]
[21348,18888]
[2369,4420]
[24964,13688]
[25955,13113]
[6246,1179]
[1298,8114]
[14641,6431]
[2097,7560]
[26920,15257]
[17689,26043]
[12049,4916]
[9693,26811]
[23821,11520]
[28355,17554]
[13087,5355]
[17500,4132]
[19104,25636]
[9279,20011]
[16488,29637]
[1192,8908]
[16743,8609]
[13868,524]
[10659,3305]
[13296,17811]
[12188,2358]
[8814,16727]
[3013,5153]
[21158,29088]
[8458,15488]
[7709,23852]
[14072,11604]
[13851,13276]
[27099,23650]
[16021,10412]
[4891,26392]
[26057,14466]
[19523,4740]
[8602,29274]
[25602,5936]
[7280,4412]
[28455,11867]
[16993,1693]
[24162,11615]
[18257,18517]
[12358,17410]
[5259,857]
[18422,17942]
[26208,23717]
[18474,10121]
[7132,5895]
[9831,27164]
[18742,20575]
[1369,18520]
[5535,27913]
[23253,11559]
[1906,24265]
[27042,6231]
[12249,8656]
[25102,12587]
[10204,23683]
[2584,13988]
[23603,28367]
[13113,28569]
[6523,27231]
[24091,1544]
[6500,11582]
[3967,4410]
[3248,29116]
[29116,27322]
[29617,10045]
[29027,23385]
[6009,16463]
[19507,18312]
[16664,24392]
[7259,28523]
[17214,15147]
[20882,25094]
[9826,5651]
[6672,5696]
[6053,21949]
[6136,16705]
[6363,10492]
[14737,21346]
[25202,7979]
[21859,9505]
[6332,2296]
[2361,29619]
[7347,22216]
[7807,26442]
[29245,15711]
[17377,20705]
[18696,16351]
[15908,29572]
[1048,18904]
[29401,1692]
[28857,24140]
[13623,20544]
[20046,18103]
[14868,7941]
[20508,27977]
[23725,15737]
[27030,21037]
[22864,6244]
[12070,29880]
[1480,18647]
[28325,12472]
[18353,1668]
[21017,1372]
[18256,28645]
[26857,29803]
[10432,29315]
[17975,22975]
[22392,13391]
[20878,4413]
[4974,17951]
[26173,1311]
[28966,15941]
[24654,3564]
[9328,8900]
[21396,7244]
[6436,8255]
[16345,26532]
[4750,22608]
[12604,9439]
[23636,3673]
[6997,14298]
[2422,17878]
[9628,20536]
[27835,8225]
[3335,19131]
[17907,17089]
[16759,332]
[2156,22159]
[29157,13487]
[14149,19795]
[5651,16799]
[10584,11008]
[25054,5923]
[24681,20412]
[5443,5938]
[5688,6399]
[14390,25205]
[541,27206]
[15435,23495]
[26257,25355]
[29901,14817]
[8719,22773]
[17067,7215]
[26085,13980]
[14702,2903]
[11724,7217]
[21312,28868]
[8684,4279]
[13750,27062]
[27632,13402]
[20368,22678]
[5957,27997]
[16002,14666]
[802,23591]
[20924,19525]
[19069,12268]
[5440,28291]
[23097,26564]
[12367,22505]
[18684,607]
[15488,28396]
[7298,25690]
[16210,17558]
[26620,28445]
[11480,8011]
[14710,9136]
[20542,29329]
[2559,23212]
[17510,14580]
[28322,1750]
[12749,24434]
[7036,7005]
[9192,2249]
[14686,22236]
[5917,6733]
[25845,12249]
[9055,23915]
[11710,23420]
[15383,4537]
[3056,2242]
[26700,9009]
[7136,5753]
[5251,3240]
[28527,16397]
[448,5587]
[14317,13762]
[4926,25866]
[26247,6392]
[3279,7221]
[3924,27305]
[15322,21041]
[16914,11067]
[22387,24670]
[25009,4071]
[5020,13556]
[6262,147]
[2631,14331]
[16081,9967]
[11825,25756]
[6023,7650]
[16838,8741]
[11050,7842]
[11047,8026]
[29376,27480]
[21305,3562]
[8107,6385]
[14578,18711]
[17032,4378]
[16314,7732]
[3063,9421]
[23971,28787]
[12875,24228]
[14655,27487]
[7735,26122]
[5753,18562]
[80,12284]
[27055,7989]
[1600,9041]
[23999,6937]
[6015,2547]
[10301,16128]
[19513,15153]
[24947,11145]
[9875,20628]
[25492,10786]
[23049,25119]
[18813,14128]
[23666,9429]
[16644,29499]
[25196,13245]
[4616,23681]
[24807,27926]
[17038,26254]
[16129,26567]
[16984,1471]
[18542,4598]
[9500,9886]
[22499,29913]
[17878,8773]
[17533,10008]
[3673,20585]
[24364,28792]
[24627,17718]
[10009,7507]
[24386,15236]
[27774,6821]
[23633,8448]
[11373,15698]
[8286,6600]
[13653,14068]
[9236,24426]
[29581,27083]
[472,17826]
[24572,18120]
[25800,20998]
[7332,7488]
[18079,20344]
[13502,21163]
[3779,29510]
[866,18632]
[10853,9649]
[864,5269]
[21944,10918]
[25394,29790]
[6716,4319]
[20180,9636]
[14638,22628]
[18572,12746]
[26062,12244]
[25178,664]
[7666,17021]
[14827,25160]
[196,24892]
[11388,19599]
[22463,13830]
[17671,21343]
[8989,26118]
[4329,23439]
[21070,18512]
[6846,26427]
[28788,14375]
[28628,22197]
[11683,28289]
[23380,26935]
[26266,1536]
[8867,27879]
[17357,8701]
[14762,24400]
[4818,5071]
[28319,13331]
[1669,12562]
[12728,8317]
[6225,19140]
[4040,527]
[22755,23631]
[2759,25226]
[4348,9595]
[24044,17114]
[27600,6929]
[23924,11998]
[25808,13159]
[15398,18186]
[9368,13877]
[21667,3961]
[17889,12216]
[19560,26555]
[8220,11838]
[23251,4459]
[27501,1053]
[114,3578]
[23998,22651]
[22781,22436]
[14586,23919]
[27837,16162]
[12218,14868]
[14856,28327]
[14113,24932]
[12000,23755]
[1881,14416]
[21250,29346]
[25586,1442]
[2221,16736]
[17169,27525]
[7377,17213]
[26841,12445]
[4455,29730]
[21758,20846]
[1130,27293]
[15570,19453]
[8869,28214]
[152,27528]
[18083,29723]
[1114,17471]
[11958,23954]
[1133,17389]
[18628,313]
[4754,28323]
[7910,7614]
[26579,3803]
[3614,13147]
[18241,22414]
[26556,3106]
[11294,17283]
[24315,487]
[16464,13472]
[15719,2334]
[7904,25978]
[583,6771]
[20853,19776]
[9664,1782]
[7921,29722]
[10752,26145]
[17413,26375]
[8646,25087]
[16084,24941]
[20956,4202]
[8261,23388]
[21910,10266]
[24441,8875]
[12259,23766]
[14484,24031]
[18063,17867]
[4845,6664]
[15663,25667]
[29398,27344]
[18348,26793]
[15932,7430]
[4224,21648]
[550,14887]
[21263,8265]
[29986,20032]
[11368,29611]
[4601,10924]
[24786,6690]
[29593,22531]
[6820,28242]
[17349,17070]
[4843,16257]
[22068,5668]
[22603,9102]
[27294,4059]
[6480,24089]
[10407,19687]
[7198,14374]
[26279,24503]
[13196,18029]
[6934,10760]
[6772,13479]
[28830,26605]
[10412,20976]
[25630,16221]
[21335,5096]
[7870,51]
[4288,3162]
[27752,13480]
[28879,7383]
[26531,17044]
[6275,7543]
[19843,21122]
[13382,18496]
[19654,11336]
[12946,19515]
[4709,9742]
[22053,20197]
[12832,19280]
[26049,8952]
[10334,8005]
[7021,28196]
[16502,5695]
[23952,3382]
[15467,1454]
[14055,5746]
[5767,2571]
[7272,246]
[12657,7715]
[7891,17593]
[18151,16643]
[17050,2818]
[6798,26334]
[21511,23877]
[7829,13192]
[6494,3283]
[17285,4472]
[4503,15921]
[2602,25120]
[11418,26364]
[8339,20824]
[23290,6631]
[2638,16153]
[13471,10699]
[17710,22133]
[12970,7502]
[22376,7936]
[12043,16015]
[27817,5818]
[27255,20903]
[10914,25823]
[117,27865]
[22032,25730]
[6289,29345]
[20702,6204]
[5490,17978]
[13501,11361]
[27231,3634]
[11460,11825]
[23913,12320]
[91,29644]
[16981,5792]
[13832,1518]
[10610,2634]
[184,4397]
[206,16868]
[19887,10577]
[18285,22850]
[25534,11989]
[25458,25966]
[8622,20273]
[17188,6130]
[20775,17504]
[26336,28512]
[20687,8699]
[14147,8726]
[29089,9049]
[16730,11866]
[13030,5315]
[3232,3909]
[18054,8412]
[11851,11749]
[18869,4934]
[717,10704]
[13583,6203]
[13282,6216]
[22654,19299]
[2935,12342]
[11049,27713]
[24907,13448]
[18975,21228]
[17378,9235]
[26612,29831]
[26224,12512]
[536,29634]
[19238,19614]
[27313,8273]
[12755,13889]
[4041,5398]
[23881,886]
[18852,17828]
[7215,24940]
[22509,19931]
[13784,3133]
[21807,17638]
[22420,16882]
[12207,7210]
[7269,492]
[19443,15536]
[26194,10415]
[24996,24519]
[17222,6698]
[21515,1411]
[22984,1589]
[27037,5536]
[17697,14867]
[25568,4910]
[10826,17559]
[9747,15891]
[15135,3606]
[3746,25894]
[18275,8188]
[26060,11742]
[28516,1813]
[25854,5626]
[13063,15139]
[9946,4163]
[3352,4164]
[15352,23482]
[27247,13987]
[3173,7458]
[17315,3615]
[18854,29982]
[26818,24077]
[27242,17684]
[453,3504]
[17148,29017]
[11088,13512]
[26664,25178]
[10188,17707]
[8472,8959]
[26012,28995]
[24249,22478]
[26667,13929]
[10252,26292]
[12961,14485]
[2367,6836]
[27722,17173]
[29066,6418]
[5531,16772]
[13161,5780]
[21142,29046]
[9097,28681]
[693,12191]
[15757,25768]
[34,3672]
[19703,6101]
[6319,16177]
[8879,14581]
[11725,23272]
[1351,7787]
[15421,10914]
[22044,4623]
[26945,21681]
[6638,7563]
[15720,13094]
[9751,27946]
[24046,24294]
[7721,14261]
[25404,28761]
[14082,11883]
[27450,27376]
[7217,24370]
[8979,26840]
[14579,18729]
[24329,13435]
[6391,17633]
[17008,24180]
[4930,21843]
[29362,15843]
[1591,16562]
[6389,24793]
[21938,4891]
[14547,2508]
[9464,11129]
[7717,13128]
[2522,1118]
[7958,11132]
[12097,15531]
[5970,480]
[19493,26702]
[28540,25586]
[24161,1017]
[4980,17948]
[8043,3049]
[11423,27245]
[5616,18258]
[4810,9691]
[16148,24948]
[12434,2251]
[20828,18507]
[164,3532]
[28352,12077]
[10477,22077]
[13697,7181]
[28713,11668]
[3042,18021]
[20533,9593]
[18895,133]
[15814,14703]
[28801,25173]
[20893,25975]
[13976,4368]
[1859,8873]
[17010,11574]
[29263,19268]
[4066,24289]
[2951,19292]
[11100,10750]
[27316,28504]
[26780,2234]
[2470,26356]
[11,4027]
[14672,944]
[26439,13252]
[4910,3640]
[40,14492]
[20523,29804]
[20912,26162]
[27335,11836]
[23429,8370]
[530,4015]
[14453,3122]
[6360,3764]
[6763,11955]
[25365,21622]
[26787,19094]
[1561,21492]
[9778,12832]
[3596,6653]
[13518,20835]
[8084,23036]
[13222,6079]
[8010,8]
[22691,18506]
[17163,4656]
[1489,28937]
[6553,26404]
[26586,21221]
[22151,9045]
[9819,1713]
[18862,19135]
[26124,25258]
[11629,19309]
[15001,9303]
[833,12281]
[8838,6916]
[11362,29711]
[4314,14880]
[13375,22387]
[25116,26638]
[16606,5848]
[5500,10445]
[2340,19274]
[8034,12713]
[27394,4475]
[11985,15869]
[20705,13526]
[6957,24525]
[9169,15674]
[102,12488]
[24415,16213]
[1784,17055]
[3136,7564]
[17998,18558]
[16479,19265]
[2421,3084]
[5554,4727]
[29912,20504]
[29695,8864]
[13801,15205]
[4356,9117]
[19758,10828]
[17366,9638]
[25069,22332]
[14649,4840]
[3095,22445]
[15692,25543]
[15733,7300]
[24122,16293]
[12871,20250]
[19673,24458]
[22879,2460]
[1497,13318]
[22378,1121]
[23477,3311]
[25431,12620]
[5559,2072]
[16694,27327]
[27814,9924]
[1851,8191]
[6592,12420]
[1323,16278]
[27822,22434]
[8151,11563]
[24528,13956]
[5562,8094]
[21389,23018]
[13237,6650]
[28896,19476]
[29347,22908]
[2984,2750]
[25346,17289]
[24622,22308]
[7856,29905]
[12217,12633]
[14127,26087]
[9639,7598]
[9897,27275]
[23710,10969]
[5137,13948]
[27821,28443]
[24533,29986]
[9644,12573]
[6977,17805]
[28485,13924]
[27075,26904]
[5845,11518]
[5522,27902]
[153,13732]
[9185,28846]
[11652,24628]
[11966,10588]
[17139,8912]
[11594,7324]
[7459,7904]
[13449,21236]
[29326,20248]
[779,4066]
[6955,2294]
[26551,17408]
[29917,1497]
[21433,14325]
[17817,1302]
[1742,28863]
[6588,54]
[12407,21173]
[83,13658]
[10973,24155]
[19086,19932]
[4840,4367]
[2630,8229]
[10102,2455]
[16392,19855]
[17718,8737]
[29383,2356]
[19209,7077]
[27940,23708]
[13413,29455]
[11529,15780]
[12930,8113]
[24193,2035]
[20829,12768]
[11579,837]
[383,25833]
[11471,5245]
[10342,6995]
[9316,26599]
[8330,27881]
[13519,22276]
[2130,16473]
[14794,15870]
[18207,13301]
[28161,26703]
[4089,10258]
[0,18587]
[4542,26077]
[17306,18232]
[21572,13293]
[3188,4377]
[24172,2926]
[884,7518]
[13847,6563]
[12886,15562]
[1086,27532]
[18568,26833]
[26686,4201]
[452,14497]
[6235,12393]
[14353,14441]
[29145,18953]
[4367,29146]
[14019,21626]
[21194,3171]
[27521,9275]
[11995,13690]
[27947,26456]
[25297,9291]
[27685,25061]
[4380,21417]
[1067,2399]
[6987,3359]
[28995,1277]
[24688,11675]
[15642,5788]
[16522,13793]
[116,10205]
[6105,186]
[26805,1699]
[18754,21294]
[15916,17525]
[20401,9876]
[28303,4816]
[23875,642]
[4698,14658]
[7720,11966]
[25080,11395]
[23210,1659]
[27978,12201]
[21169,15767]
[5097,26528]
[21829,12518]
[12669,5192]
[22976,27388]
[7580,6041]
[23585,20531]
[14160,20269]
[23062,26130]
[5809,6509]
[15356,11911]
[22393,5072]
[8565,18817]
[3500,18649]
[7928,6234]
[20308,2464]
[18548,26420]
[3797,17906]
[27505,10708]
[13099,9189]
[15278,26651]
[11231,3925]
[8856,29765]
[19143,1770]
[23450,1238]
[21848,22189]
[5134,12418]
[27569,29792]
[458,7670]
[11514,23004]
[614,22993]
[21724,9974]
[19544,24414]
[712,1928]
[24745,8997]
[937,8951]
[23471,8091]
[898,28420]
[26163,14091]
[25239,2933]
[16636,10178]
[11415,17834]
[28146,9902]
[27827,29869]
[8141,27127]
[149,18252]
[16542,10566]
[28941,18066]
[9018,5128]
[25157,16453]
[23839,18226]
[8638,5221]
[12479,2054]
[5690,16280]
[23314,15986]
[8611,11963]
[17694,14546]
[7055,17869]
[9633,12727]
[2898,9843]
[8173,7127]
[15606,158]
[24580,26590]
[21718,3590]
[28281,4308]
[5954,12089]
[27807,8139]
[24698,9239]
[1736,10663]
[28242,28581]
[16907,7713]
[24574,25713]
[25857,1237]
[29115,29407]
[18618,7122]
[22432,11356]
[21998,6902]
[6970,24680]
[6503,28282]
[20187,10321]
[21117,14909]
[10395,13014]
[4507,598]
[24412,19789]
[22843,18117]
[20389,10331]
[13457,1680]
[29277,9073]
[14459,12414]
[7901,20260]
[3933,21463]
[20822,25621]
[23525,3572]
[6441,18764]
[14193,1405]
[10014,4651]
[9415,24302]
[16141,24836]
[19482,28785]
[480,7220]
[5532,29588]
[7680,24798]
[21007,29105]
[10132,28756]
[22212,28456]
[8812,8456]
[21921,861]
[2710,24219]
[2886,4580]
[12796,12989]
[12545,20615]
[28897,12116]
[28311,8431]
[20644,9120]
[24571,20315]
[28003,25850]
[16360,26513]
[27863,10066]
[23830,28197]
[23458,29221]
[28967,6054]
[24844,20901]
[11707,19879]
[25459,12705]
[26632,5158]
[3402,4597]
[8442,23041]
[12151,2659]
[18184,6262]
[23868,24019]
[17947,9004]
[25610,25238]
[7373,25468]
[11806,18407]
[9417,16068]
[3772,20081]
[18491,18044]
[28536,29298]
[5908,6518]
[27570,29057]
[21471,27825]
[18899,23384]
[29508,25718]
[12532,15559]
[25885,4359]
[17223,13024]
[3894,8067]
[6967,15104]
[17355,10608]
[3903,29237]
[22520,12741]
[3809,24795]
[9102,7001]
[17821,19992]
[14618,10421]
[18670,11308]
[65,1825]
[21737,2963]
[1597,8043]
[26352,28413]
[8501,22362]
[5700,1836]
[6541,29983]
[13377,27735]
[10480,13998]
[20179,16570]
[20276,24264]
[27767,6039]
[8124,16811]
[29110,29433]
[16767,6359]
[11027,6759]
[6265,13786]
[28766,4977]
[6274,9987]
[28803,16810]
[6079,7274]
[2055,18777]
[12429,1417]
[9555,1942]
[2265,10860]
[27481,21833]
[12659,17176]
[24967,2981]
[23861,3840]
[21150,283]
[17017,14690]
[20001,12432]
[7952,25801]
[20903,1041]
[10248,25911]
[22889,12524]
[11209,24840]
[9992,7723]
[13788,13898]
[3700,4219]
[18855,4736]
[22082,29957]
[9393,27096]
[424,21813]
[26949,27872]
[8769,19377]
[19803,4566]
[2078,27824]
[21967,9942]
[22186,9244]
[24459,9852]
[17685,24193]
[13338,9422]
[20897,7700]
[10389,11191]
[29680,12534]
[25561,5521]
[28102,26259]
[6317,8020]
[28960,27575]
[15523,15540]
[3161,27082]
[1902,10887]
[3572,16459]
[28997,20707]
[9027,4324]
[279,16578]
[233,29021]
[10697,20078]
[16766,17064]
[23490,15454]
[5926,29535]
[23955,7654]
[4528,2340]
[26618,28802]
[9190,9887]
[17863,6441]
[8601,29783]
[5302,27149]
[26239,23279]
[27558,13847]
[27772,1633]
[29588,21774]
[24909,8162]
[19005,1679]
[29744,15363]
[3880,13555]
[24093,24282]
[8122,3048]
[23300,28760]
[3825,12267]
[2782,27708]
[25994,5892]
[12523,24032]
[18097,6875]
[16380,21845]
[4417,21489]
[11722,19624]
[29548,23926]
[2716,20029]
[16597,22487]
[12998,28801]
[851,5003]
[13394,19489]
[15071,24158]
[27651,14793]
[158,28331]
[21339,25869]
[18573,1033]
[23619,12274]
[29083,18768]
[22362,16434]
[26464,13161]
[16155,27431]
[10450,7301]
[3659,10184]
[16519,24973]
[15627,5094]
[3108,260]
[13171,21080]
[23511,9864]
[9116,14469]
[16716,2310]
[16991,9541]
[5241,16851]
[8162,4138]
[27276,17220]
[25136,24649]
[28149,2897]
[29925,26394]
[20378,22732]
[2277,6094]
[5723,28075]
[29044,19804]
[1723,27643]
[29444,17711]
[22851,3958]
[13541,9605]
[10616,6703]
[17666,9437]
[11289,16683]
[6465,16808]
[27319,27702]
[6394,11318]
[22030,9523]
[11602,4408]
[15657,5528]
[25072,8647]
[26364,25029]
[20987,25365]
[1644,13612]
[25215,8937]
[25818,26607]
[11948,10336]
[13329,27692]
[6990,2623]
[14180,23121]
[15252,15836]
[651,6185]
[27407,2458]
[9262,11716]
[25079,9269]
[22317,21401]
[20680,9889]
[28670,4997]
[2164,8128]
[18177,10480]
[23448,22480]
[7536,10910]
[5470,28074]
[11660,16374]
[10970,5157]
[4887,19519]
[2809,1117]
[14528,14384]
[1844,11225]
[5725,22539]
[506,23722]
[22196,12517]
[19724,20929]
[20299,12586]
[2021,26525]
[7920,4691]
[19527,4875]
[17234,21070]
[28407,28887]
[3176,6123]
[24920,25255]
[2301,20168]
[12291,16025]
[27040,9320]
[4693,24368]
[20739,6682]
[29905,29439]
[21793,22803]
[25369,7466]
[27159,10140]
[1188,6619]
[7246,13547]
[18724,21005]
[24250,14540]
[5566,11164]
[4955,21557]
[2614,20739]
[21627,17349]
[14711,4788]
[14772,11539]
[23235,5854]
[4480,18952]
[14116,13398]
[8712,4513]
[11277,23599]
[10868,13802]
[19896,5183]
[28265,18449]
[9756,20543]
[10767,21811]
[16586,8572]
[28764,22572]
[29227,16316]
[10712,13246]
[2606,13256]
[9297,24621]
[15058,9959]
[27628,1225]
[13637,3361]
[28162,15361]
[7824,26198]
[5833,12344]
[12979,7208]
[20748,1511]
[26741,22818]
[19414,4088]
[24734,17276]
[2257,2947]
[15371,17127]
[13906,10829]
[21327,12125]
[24723,28471]
[5034,6230]
[11906,20205]
[20555,1106]
[25637,10310]
[3153,1629]
[18932,22761]
[818,29618]
[18964,29447]
[27868,29946]
[13159,17440]
[15310,20217]
[24058,3269]
[28968,2725]
[1792,4075]
[8114,9115]
[29084,13646]
[21416,5491]
[8485,6263]
[15547,24296]
[18220,6223]
[13989,29668]
[24221,9983]
[1615,22270]
[26948,23887]
[19218,25390]
[5947,7245]
[27300,20731]
[22423,25431]
[22278,6877]
[19947,2967]
[524,918]
[17686,20685]
[29244,4361]
[4931,19707]
[16674,5884]
[24003,11875]
[7240,11285]
[11038,5487]
[11922,28971]
[9056,9446]
[25614,25884]
[10086,20058]
[28499,23032]
[10875,20039]
[16097,16743]
[25523,3878]
[7782,24781]
[18728,932]
[6255,10148]
[875,3320]
[6174,23407]
[27880,5544]
[22239,26345]
[25999,21549]
[20971,29580]
[29739,1208]
[8511,14409]
[51,29438]
[11762,22324]
[21423,10851]
[6331,25630]
[7745,2929]
[24584,9264]
[12084,3450]
[19408,9569]
[10657,1402]
[2412,25458]
[22206,17091]
[7517,14870]
[7728,18342]
[22672,12827]
[19976,14387]
[19837,12045]
[4553,12506]
[29007,22775]
[13016,19458]
[687,27521]
[19366,14710]
[13664,24541]
[12065,17041]
[28876,28797]
[23958,7697]
[13943,20419]
[2287,5241]
[15289,1152]
[13578,14036]
[23647,4108]
[29034,25282]
[17274,17317]
[18571,21461]
[2090,8208]
[7950,22736]
[1689,21128]
[13587,14165]
[1210,2961]
[14398,9099]
[15646,26166]
[24818,2162]
[1985,16612]
[29445,6848]
[22336,17637]
[14839,1057]
[3096,22843]
[11026,17796]
[23274,510]
[21413,1500]
[20474,16098]
[19659,22554]
[4169,22966]
[29076,24938]
[5363,2071]
[9519,14968]
[18029,8485]
[1058,9672]
[8271,15382]
[26882,22485]
[26924,16646]
[5439,11925]
[27695,11274]
[2751,619]
[19564,17490]
[531,424]
[3524,23094]
[5231,8230]
[15021,6990]
[10399,26579]
[19435,228]
[7304,386]
[13883,18767]
[6666,14475]
[9675,4805]
[26687,12925]
[20916,11473]
[18662,14649]
[26752,23658]
[195,16806]
[19785,23134]
[12277,15285]
[14521,24042]
[22738,20406]
[22446,20019]
[26069,586]
[24490,13749]
[1043,450]
[28193,9713]
[4152,28546]
[9045,17889]
[15874,22289]
[15786,1470]
[12119,21153]
[23524,26792]
[6601,3519]
[8181,4399]
[13932,24065]
[14894,27236]
[28332,14089]
[27887,12473]
[17439,1745]
[16447,6408]
[22753,16779]
[8810,26557]
[19581,27226]
[2702,26545]
[11485,21717]
[7092,10664]
[21722,27514]
[7290,12438]
[15992,2510]
[2245,27564]
[28942,11211]
[16570,20589]
[2650,8150]
[14335,6936]
[18169,9910]
[22550,11197]
[24313,6938]
[9796,26017]
[14088,7411]
[4729,1704]
[18166,14049]
[13412,5240]
[4125,372]
[5777,21010]
[461,20373]
[4667,77]
[6143,29277]
[25289,4964]
[27747,16984]
[1442,8075]
[2704,14238]
[20269,15909]
[27048,5967]
[5534,1849]
[27649,2373]
[29196,21908]
[26053,7343]
[18134,540]
[27626,14491]
[1592,18754]
[20073,5585]
[14142,9024]
[1601,11537]
[16764,18286]
[20838,10223]
[17282,19962]
[28990,26565]
[6135,22304]
[11328,19237]
[12344,8944]
[23266,17610]
[7959,13670]
[21060,29122]
[25190,18212]
[25781,6863]
[3645,25083]
[21371,3810]
[14443,27873]
[14040,10899]
[24789,16127]
[145,6414]
[8281,13440]
[2437,18719]
[19652,3009]
[199,7668]
[1127,16331]
[12306,24666]
[10440,1357]
[843,6037]
[4505,1746]
[5079,16256]
[14973,20470]
[25308,28833]
[12411,8099]
[720,25855]
[17593,21275]
[13617,21501]
[11437,24069]
[4388,2424]
[126,5381]
[3184,14310]
[6545,15900]
[1262,3071]
[29371,950]
[13104,11435]
[433,21588]
[27031,20483]
[5109,22826]
[27795,14984]
[18913,8405]
[14633,29493]
[11879,4291]
[15051,19288]
[5958,541]
[23322,1368]
[23342,18409]
[12666,23764]
[11640,29209]
[8739,15803]
[28414,14462]
[5720,3602]
[6396,17710]
[23017,23189]
[7109,24313]
[5432,1540]
[2772,19681]
[20514,1986]
[5985,4233]
[18407,13303]
[11834,22590]
[15498,5890]
[1872,4851]
[11492,18441]
[29226,28398]
[25600,10822]
[1339,20079]
[26931,29636]
[26835,2593]
[7575,8487]
[20234,21292]
[9799,633]
[10129,22909]
[474,27599]
[20802,21913]
[1237,398]
[16418,3410]
[20226,7948]
[19598,20162]
[18036,26142]
[10465,21980]
[23663,22686]
[20119,2187]
[12679,24748]
[22413,12220]
[22080,26249]
[6071,14665]
[18230,26652]
[14359,14728]
[4911,2168]
[7916,10420]
[4309,26382]
[23400,3135]
[4225,3284]
[10700,24463]
[1487,8816]
[20922,7990]
[7478,10271]
[18237,5898]
[12237,12669]
[12717,4844]
